"Balcer, James",Committee on Parks and Recreation,5/21/07,5/16/11
"Balcer, James",Committee on Pedestrian and Traffic Safety,5/21/07,5/18/15
"Balcer, James",Committee on Police and Fire,5/21/07,5/16/11
"Balcer, James",Committee on Public Safety,5/21/07,5/18/15
"Balcer, James",Joint Committee: Aviation; Finance,5/21/07,5/4/15
"Balcer, James",Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way,5/21/07,5/4/15
"Balcer, James",Joint Committee: Budget and Government Operations; Health and Environmental Protection,5/21/07,5/4/15
"Balcer, James","Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation",3/11/15,5/18/15
"Balcer, James",Joint Committee: Budget and Government Operations; License and Consumer Protection,5/21/07,5/4/15
"Balcer, James","Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards",5/16/11,5/5/15
"Balcer, James","Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development",5/21/07,5/4/15
"Balcer, James","Joint Committee: Economic, Capital and Technology Development; Finance",5/21/07,5/4/15
"Balcer, James","Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection",5/21/07,5/4/15
"Balcer, James","Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards",5/21/07,5/4/15
"Balcer, James",Joint Committee: Education and Child Development; Finance,5/21/07,5/4/15
"Balcer, James",Joint Committee: Finance; Health and Environmental Protection,5/21/07,5/4/15
"Balcer, James",Joint Committee: Finance; Housing and Real Estate,5/21/07,5/4/15
"Balcer, James",Joint Committee: Finance; Human Relations,12/10/97,5/18/15
"Balcer, James",Joint Committee: Finance; License and Consumer Protection,3/18/15,5/18/15
"Balcer, James",Joint Committee: Finance; Police and Fire,5/21/07,5/16/11
"Balcer, James",Joint Committee: Finance; Public Safety,12/10/97,5/18/15
"Balcer, James","Joint Committee: Finance; Special Events, Cultural Affairs and Recreation",5/21/07,5/4/15
"Balcer, James",Joint Committee: Finance; Transportation and Public Way,2/5/14,5/4/15
"Balcer, James","Joint Committee: Finance; Zoning, Landmarks and Building Standards",5/21/07,5/4/15
"Balcer, James",Joint Committee: Health and Environmental Protection; Housing and Real Estate,5/16/11,5/5/15
"Balcer, James",Joint Committee: Health and Environmental Protection; License and Consumer Protection,5/21/07,5/4/15
"Balcer, James",Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety,5/21/07,5/4/15
"Balcer, James","Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards",5/16/11,5/5/15
"Balcer, James",Joint Committee: Housing and Real Estate; Human Relations,5/21/07,5/4/15
"Balcer, James","Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards",5/16/11,5/5/15
"Balcer, James","Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards",5/21/07,5/4/15
"Balcer, James",Joint Committee: Human Relations; Public Safety,5/21/07,5/4/15
"Balcer, James",Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way,5/21/07,5/4/15
"Balcer, James","Joint Committee: Public Safety; Zoning, Landmarks and Building Standards",5/21/07,5/4/15
"Balcer, James",Joint Committee: Workforce Development and Audit; Public Safety,5/16/11,5/4/15
"Beale, Anthony",City Council,5/3/99,5/20/19
"Beale, Anthony",Committee on Budget and Government Operations,5/21/07,5/20/19
"Beale, Anthony","Committee on Committees, Rules and Ethics",5/21/07,5/20/19
"Beale, Anthony",Committee on Education,5/21/07,5/16/11
"Beale, Anthony",Committee on Education and Child Development,5/21/07,5/20/19
"Beale, Anthony","Committee on Energy, Environmental Protection and Public Utilities",5/21/07,5/16/11
"Beale, Anthony",Committee on Finance,5/21/07,5/20/19
"Beale, Anthony",Committee on Police and Fire,5/21/07,5/16/11
"Beale, Anthony",Committee on Public Safety,5/21/07,5/20/19
"Beale, Anthony",Committee on Transportation and Public Way,5/21/07,5/20/19
"Beale, Anthony",Committee on Workforce Development and Audit,5/21/07,5/20/19
"Beale, Anthony",Joint Committee; Finance; Public Safety,7/29/15,5/20/19
"Beale, Anthony",Joint Committee: Aviation; Finance,5/21/07,5/4/15
"Beale, Anthony",Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way,5/21/07,5/4/15
"Beale, Anthony",Joint Committee: Budget and Government Operations; Health and Environmental Protection,5/21/07,5/4/15
"Beale, Anthony","Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation",3/11/15,5/18/15
"Beale, Anthony",Joint Committee: Budget and Government Operations; License and Consumer Protection,5/21/07,5/4/15
"Beale, Anthony",Joint Committee: Budget and Government Operations; Public Safety,4/13/16,5/20/19
"Beale, Anthony","Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards",5/16/11,5/5/15
"Beale, Anthony","Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development",5/21/07,5/4/15
"Beale, Anthony","Joint Committee: Economic, Capital and Technology Development; Finance",5/21/07,5/20/19
"Beale, Anthony",Joint Committee: Education and Child Development; Finance,5/21/07,5/4/15
"Beale, Anthony",Joint Committee: Education and Child Development; Health and Environmental Protection,8/26/16,5/20/19
"Beale, Anthony",Joint Committee: Finance; Budget and Government Operations,7/29/15,5/20/19
"Beale, Anthony",Joint Committee: Finance; Health and Environmental Protection,5/21/07,5/4/15
"Beale, Anthony",Joint Committee: Finance; Housing and Real Estate,5/21/07,5/4/15
"Beale, Anthony",Joint Committee: Finance; Human Relations,5/3/99,5/18/15
"Beale, Anthony",Joint Committee: Finance; License and Consumer Protection,3/18/15,5/20/19
"Beale, Anthony",Joint Committee: Finance; Police and Fire,5/21/07,5/16/11
"Beale, Anthony",Joint Committee: Finance; Public Safety,5/3/99,5/20/19
"Beale, Anthony","Joint Committee: Finance; Special Events, Cultural Affairs and Recreation",5/21/07,5/4/15
"Beale, Anthony",Joint Committee: Finance; Transportation and Public Way,2/5/14,5/4/15
"Beale, Anthony","Joint Committee: Finance; Zoning, Landmarks and Building Standards",5/21/07,5/4/15
"Beale, Anthony",Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety,5/18/11,5/4/15
"Beale, Anthony",Joint Committee: Human Relations; Public Safety,5/21/07,5/20/19
"Beale, Anthony",Joint Committee: License and Consumer Protection; Public Safety,2/10/16,5/20/19
"Beale, Anthony",Joint Committee: License and Consumer Protection; Transportation and Public Way,5/4/07,5/20/19
"Beale, Anthony",Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way,5/21/07,5/4/15
"Beale, Anthony",Joint Committee: Public Safety; Health and Environmental Protection,1/25/17,5/20/19
"Beale, Anthony","Joint Committee: Public Safety; Zoning, Landmarks and Building Standards",5/21/07,5/4/15
"Beale, Anthony","Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics",12/4/15,5/20/19
"Beale, Anthony",Joint Committee: Workforce Development and Audit; Public Safety,5/16/11,5/4/15
"Brookins, Jr., Howard",City Council,5/5/03,5/20/19
"Brookins, Jr., Howard",Committee on Aviation,5/21/07,5/20/19
"Brookins, Jr., Howard",Committee on Budget and Government Operations,5/21/07,5/20/19
"Brookins, Jr., Howard","Committee on Committees, Rules and Ethics",5/21/07,5/20/19
"Brookins, Jr., Howard","Committee on Economic, Capital and Technology Development",5/20/15,5/20/19
"Brookins, Jr., Howard",Committee on Education and Child Development,4/13/16,5/20/19
"Brookins, Jr., Howard",Committee on Finance,5/21/07,5/20/19
"Brookins, Jr., Howard",Committee on Pedestrian and Traffic Safety,5/21/07,5/20/19
"Brookins, Jr., Howard",Committee on Special Events and Cultural Affairs,5/21/07,5/16/11
"Brookins, Jr., Howard","Committee on Special Events, Cultural Affairs and Recreation",5/21/07,5/18/15
"Brookins, Jr., Howard",Committee on Traffic Control and Safety,5/21/07,5/16/11
"Brookins, Jr., Howard",Committee on Workforce Development and Audit,5/21/07,5/20/19
"Brookins, Jr., Howard",Committee on Zoning,5/21/07,5/16/11
"Brookins, Jr., Howard","Committee on Zoning, Landmarks and Building Standards",5/21/07,5/20/19
"Brookins, Jr., Howard",Joint Committee; Finance; Public Safety,7/29/15,5/20/19
"Brookins, Jr., Howard",Joint Committee: Aviation; Finance,5/21/07,5/4/15
"Brookins, Jr., Howard",Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way,5/21/07,5/4/15
"Brookins, Jr., Howard",Joint Committee: Budget and Government Operations; Health and Environmental Protection,5/21/07,5/4/15
"Brookins, Jr., Howard","Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation",3/11/15,5/18/15
"Brookins, Jr., Howard",Joint Committee: Budget and Government Operations; License and Consumer Protection,5/21/07,5/4/15
"Brookins, Jr., Howard",Joint Committee: Budget and Government Operations; Public Safety,4/13/16,5/20/19
"Brookins, Jr., Howard","Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards",5/16/11,5/5/15
"Brookins, Jr., Howard","Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development",5/21/07,5/4/15
"Brookins, Jr., Howard","Joint Committee: Economic, Capital and Technology Development; Finance",5/21/07,5/20/19
"Brookins, Jr., Howard","Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards",5/18/11,5/4/15
"Brookins, Jr., Howard","Joint Committee: Economic, Capital and Technology Development; Special Events, Cultural Affairs and Recreation",5/21/07,5/4/15
"Brookins, Jr., Howard",Joint Committee: Education and Child Development; Finance,5/21/07,5/4/15
"Brookins, Jr., Howard",Joint Committee: Education and Child Development; Health and Environmental Protection,8/26/16,5/20/19
"Brookins, Jr., Howard",Joint Committee: Finance; Budget and Government Operations,7/29/15,5/20/19
"Brookins, Jr., Howard",Joint Committee: Finance; Health and Environmental Protection,5/21/07,5/4/15
"Brookins, Jr., Howard",Joint Committee: Finance; Housing and Real Estate,5/21/07,5/4/15
"Brookins, Jr., Howard",Joint Committee: Finance; Human Relations,5/5/03,5/18/15
"Brookins, Jr., Howard",Joint Committee: Finance; License and Consumer Protection,3/18/15,5/20/19
"Brookins, Jr., Howard",Joint Committee: Finance; Police and Fire,5/21/07,5/16/11
"Brookins, Jr., Howard",Joint Committee: Finance; Public Safety,5/5/03,5/20/19
"Brookins, Jr., Howard","Joint Committee: Finance; Special Events, Cultural Affairs and Recreation",5/21/07,5/4/15
"Brookins, Jr., Howard",Joint Committee: Finance; Transportation and Public Way,2/5/14,5/4/15
"Brookins, Jr., Howard","Joint Committee: Finance; Zoning, Landmarks and Building Standards",5/21/07,5/4/15
"Brookins, Jr., Howard","Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards",5/16/11,5/5/15
"Brookins, Jr., Howard","Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards",5/16/11,5/5/15
"Brookins, Jr., Howard","Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards",5/21/07,5/20/19
"Brookins, Jr., Howard","Joint Committee: License and Consumer Protection; Zoning, Landmarks and Building Standards",5/21/07,5/19/19
"Brookins, Jr., Howard",Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way,5/21/07,5/4/15
"Brookins, Jr., Howard","Joint Committee: Public Safety; Zoning, Landmarks and Building Standards",5/21/07,5/4/15
"Brookins, Jr., Howard","Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics",12/4/15,5/20/19
"Brookins, Jr., Howard",Joint Committee: Workforce Development and Audit; Public Safety,5/16/11,5/4/15
"Burke, Edward M.",City Council,3/14/69,5/20/19
"Burke, Edward M.",Committee on Aviation,5/21/07,5/20/19
"Burke, Edward M.",Committee on Budget and Government Operations,5/21/07,5/20/19
"Burke, Edward M.","Committee on Committees, Rules and Ethics",5/21/07,5/20/19
"Burke, Edward M.","Committee on Energy, Environmental Protection and Public Utilities",5/21/07,5/16/11
"Burke, Edward M.",Committee on Finance,5/21/07,5/20/19
"Burke, Edward M.",Committee on Police and Fire,5/21/07,5/16/11
"Burke, Edward M.",Committee on Public Safety,5/21/07,5/20/19
"Burke, Edward M.",Committee on Workforce Development and Audit,5/21/07,5/20/19
"Burke, Edward M.",Committee on Zoning,5/21/07,5/16/11
"Burke, Edward M.","Committee on Zoning, Landmarks and Building Standards",5/21/07,5/20/19
"Burke, Edward M.",Joint Committee; Finance; Public Safety,7/29/15,5/20/19
"Burke, Edward M.",Joint Committee: Aviation; Finance,5/21/07,5/4/15
"Burke, Edward M.",Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way,5/21/07,5/4/15
"Burke, Edward M.",Joint Committee: Budget and Government Operations; Health and Environmental Protection,5/21/07,5/4/15
"Burke, Edward M.","Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation",3/11/15,5/18/15
"Burke, Edward M.",Joint Committee: Budget and Government Operations; License and Consumer Protection,5/21/07,5/4/15
"Burke, Edward M.",Joint Committee: Budget and Government Operations; Public Safety,4/13/16,5/20/19
"Burke, Edward M.","Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards",5/16/11,5/5/15
"Burke, Edward M.","Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development",5/21/07,5/4/15
"Burke, Edward M.","Joint Committee: Economic, Capital and Technology Development; Finance",5/21/07,5/20/19
"Burke, Edward M.","Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards",5/18/11,5/4/15
"Burke, Edward M.",Joint Committee: Education and Child Development; Finance,5/21/07,5/4/15
"Burke, Edward M.",Joint Committee: Finance; Budget and Government Operations,7/29/15,5/20/19
"Burke, Edward M.",Joint Committee: Finance; Health and Environmental Protection,5/21/07,5/4/15
"Burke, Edward M.",Joint Committee: Finance; Housing and Real Estate,5/21/07,5/4/15
"Burke, Edward M.",Joint Committee: Finance; Human Relations,3/11/69,5/18/15
"Burke, Edward M.",Joint Committee: Finance; License and Consumer Protection,3/18/15,5/20/19
"Burke, Edward M.",Joint Committee: Finance; Police and Fire,5/21/07,5/16/11
"Burke, Edward M.",Joint Committee: Finance; Public Safety,3/11/69,5/20/19
"Burke, Edward M.","Joint Committee: Finance; Special Events, Cultural Affairs and Recreation",5/21/07,5/4/15
"Burke, Edward M.",Joint Committee: Finance; Transportation and Public Way,2/5/14,5/4/15
"Burke, Edward M.","Joint Committee: Finance; Zoning, Landmarks and Building Standards",5/21/07,5/4/15
"Burke, Edward M.",Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety,5/18/11,5/4/15
"Burke, Edward M.","Joint Committee: Health and Environmental Protection; Zoning, Landmarks and Building Standards",5/16/11,5/5/15
"Burke, Edward M.","Joint Committee: Housing and Real Estate; License and Consumer Protection; Zoning, Landmarks and Building Standards",5/16/11,5/5/15
"Burke, Edward M.","Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards",5/21/07,5/20/19
"Burke, Edward M.",Joint Committee: Human Relations; Public Safety,5/21/07,5/20/19
"Burke, Edward M.",Joint Committee: License and Consumer Protection; Public Safety,2/10/16,5/20/19
"Burke, Edward M.","Joint Committee: License and Consumer Protection; Zoning, Landmarks and Building Standards",5/21/07,5/19/19
"Burke, Edward M.",Joint Committee: Public Safety; Health and Environmental Protection,1/25/17,5/20/19
"Burke, Edward M.","Joint Committee: Public Safety; Zoning, Landmarks and Building Standards",5/21/07,5/4/15
"Burke, Edward M.","Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics",12/4/15,5/20/19
"Burke, Edward M.",Joint Committee: Workforce Development and Audit; Public Safety,5/16/11,5/4/15
"Burnett, Jr., Walter",City Council,5/1/95,5/20/19
"Burnett, Jr., Walter",Committee on Budget and Government Operations,5/21/07,5/20/19
"Burnett, Jr., Walter",Committee on Buildings,5/21/07,5/16/11
"Burnett, Jr., Walter","Committee on Committees, Rules and Ethics",5/21/07,5/20/19
"Burnett, Jr., Walter",Committee on Education,5/21/07,5/16/11
"Burnett, Jr., Walter",Committee on Education and Child Development,5/21/07,5/20/19
"Burnett, Jr., Walter",Committee on Finance,5/21/07,5/20/19
"Burnett, Jr., Walter",Committee on Health,5/21/07,5/16/11
"Burnett, Jr., Walter",Committee on Health and Environmental Protection,5/21/07,5/20/19
"Burnett, Jr., Walter",Committee on Housing and Real Estate,5/20/15,5/20/19
"Burnett, Jr., Walter",Committee on Pedestrian and Traffic Safety,7/24/13,5/20/19
"Burnett, Jr., Walter",Committee on Police and Fire,5/21/07,5/16/11
"Burnett, Jr., Walter",Committee on Public Safety,5/21/07,5/20/19
"Burnett, Jr., Walter",Committee on Special Events and Cultural Affairs,5/21/07,5/16/11
"Burnett, Jr., Walter","Committee on Special Events, Cultural Affairs and Recreation",7/24/14,5/20/19
"Burnett, Jr., Walter","Committee on Zoning, Landmarks and Building Standards",7/24/13,5/20/19
"Burnett, Jr., Walter",Joint Committee; Finance; Public Safety,7/29/15,5/20/19
"Burnett, Jr., Walter",Joint Committee: Aviation; Finance,5/21/07,5/4/15
"Burnett, Jr., Walter",Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way,5/21/07,5/4/15
"Burnett, Jr., Walter",Joint Committee: Budget and Government Operations; Health and Environmental Protection,5/21/07,5/4/15
"Burnett, Jr., Walter","Joint Committee: Budget and Government Operations; Housing and Real Estate; Special Events, Cultural Affairs and Recreation",3/11/15,5/18/15
"Burnett, Jr., Walter",Joint Committee: Budget and Government Operations; License and Consumer Protection,5/21/07,5/4/15
"Burnett, Jr., Walter",Joint Committee: Budget and Government Operations; Public Safety,4/13/16,5/20/19
"Burnett, Jr., Walter","Joint Committee: Budget and Government Operations; Zoning, Landmarks and Building Standards",5/16/11,5/5/15
"Burnett, Jr., Walter","Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development",5/21/07,5/4/15
"Burnett, Jr., Walter","Joint Committee: Economic, Capital and Technology Development; Finance",5/21/07,5/20/19
"Burnett, Jr., Walter","Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection",5/21/07,5/4/15
"Burnett, Jr., Walter","Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards",7/24/13,5/4/15
"Burnett, Jr., Walter","Joint Committee: Economic, Capital and Technology Development; Special Events, Cultural Affairs and Recreation",5/21/07,5/4/15
"Burnett, Jr., Walter",Joint Committee: Education and Child Development; Finance,5/21/07,5/4/15
"Burnett, Jr., Walter",Joint Committee: Education and Child Development; Health and Environmental Protection,8/26/16,5/20/19
"Burnett, Jr., Walter",Joint Committee: Finance; Budget and Government Operations,7/29/15,5/20/19
"Burnett, Jr., Walter",Joint Committee: Finance; Health and Environmental Protection,5/21/07,5/4/15
"Burnett, Jr., Walter",Joint Committee: Finance; Housing and Real Estate,5/21/07,5/4/15
"Burnett, Jr., Walter",Joint Committee: Finance; Human Relations,4/4/95,5/18/15
"Burnett, Jr., Walter",Joint Committee: Finance; License and Consumer Protection,3/18/15,5/20/19
"Burnett, Jr., Walter",Joint Committee: Finance; Police and Fire,5/21/07,5/16/11
"Burnett, Jr., Walter",Joint Committee: Finance; Public Safety,4/4/95,5/20/19
"Burnett, Jr., Walter","Joint Committee: Finance; Special Events, Cultural Affairs and Recreation",5/21/07,5/4/15
"Burnett, Jr., Walter",Joint Committee: Finance; Transportation and Public Way,2/5/14,5/4/15
"Burnett, Jr., Walter","Joint Committee: Finance; Zoning, Landmarks and Building Standards",5/21/07,5/4/15
"Burnett, Jr., Walter",Joint Committee: Health and Environmental Protection; Housing and Real Estate,5/16/11,5/5/15
"Burnett, Jr., Walter",Joint Committee: Health and Environmental Protection; License and Consumer Protection,5/21/07,5/4/15
"Burnett, Jr., Walter",Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety,5/21/07,5/4/15
