Committee on Budget and Government Operations,2/8/11,"Shiller, Helen",confirmed,1
Committee on Budget and Government Operations,2/8/11,"Lyle, Freddrenna",confirmed,1
Committee on Budget and Government Operations,2/8/11,"Rugai, Virginia",confirmed,1
Committee on Budget and Government Operations,2/8/11,"Moore, Joseph",confirmed,1
Committee on Budget and Government Operations,2/8/11,"Stone, Bernard",confirmed,1
Committee on Budget and Government Operations,2/8/11,"Laurino, Margaret",confirmed,1
Committee on Budget and Government Operations,2/8/11,"Harris, Michelle A.",confirmed,1
Committee on Budget and Government Operations,2/8/11,"Zalewski, Michael R.",confirmed,1
Committee on Budget and Government Operations,2/8/11,"O'Connor, Patrick",confirmed,1
Committee on Budget and Government Operations,2/8/11,"Balcer, James",confirmed,1
Committee on Budget and Government Operations,2/8/11,"Pope, John",confirmed,1
Committee on Budget and Government Operations,2/8/11,"Mitts, Emma",confirmed,1
Committee on Budget and Government Operations,2/8/11,"Olivo, Frank",confirmed,1
Committee on Budget and Government Operations,2/8/11,"Thomas, Latasha R.",confirmed,1
Committee on Budget and Government Operations,2/8/11,"Solis, Daniel",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/8/11,"Zalewski, Michael R.",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/8/11,"Austin, Carrie M.",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/8/11,"Newsome, Shirley",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/8/11,"Thompson, JoAnn",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/8/11,"Burke, Edward M.",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/8/11,"Pope, John",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/8/11,"Mitts, Emma",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/8/11,"Maldonado, Roberto",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/8/11,"Hairston, Leslie A.",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/8/11,"Rugai, Virginia",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/8/11,"Moore, Joseph",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/8/11,"Moreno, Proco Joe",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/8/11,"Fioretti, Bob",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/8/11,"Beale, Anthony",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/24/11,"Zalewski, Michael R.",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/24/11,"Austin, Carrie M.",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/24/11,"Newsome, Shirley",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/24/11,"Pope, John",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/24/11,"Burke, Edward M.",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/24/11,"Thompson, JoAnn",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/24/11,"Mitts, Emma",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/24/11,"Maldonado, Roberto",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/24/11,"Hairston, Leslie A.",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/24/11,"Rugai, Virginia",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/24/11,"Moore, Joseph",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/24/11,"Moreno, Proco Joe",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/24/11,"Fioretti, Bob",confirmed,1
"Committee on Energy, Environmental Protection and Public Utilities (inactive)",2/24/11,"Beale, Anthony",confirmed,1
Committee on License and Consumer Protection,2/28/11,"Zalewski, Michael R.",confirmed,1
Committee on License and Consumer Protection,2/28/11,"Cochran, Willie",confirmed,1
Committee on License and Consumer Protection,2/28/11,"Doherty, Brian",confirmed,1
Committee on License and Consumer Protection,2/28/11,"Cardenas, George A.",confirmed,1
Committee on License and Consumer Protection,2/28/11,"Olivo, Frank",confirmed,1
Committee on License and Consumer Protection,2/28/11,"Tunney, Thomas",confirmed,1
Committee on License and Consumer Protection,2/28/11,"Schulter, Eugene",confirmed,1
Committee on License and Consumer Protection,2/28/11,"Shiller, Helen",confirmed,1
Committee on License and Consumer Protection,2/28/11,"Lyle, Freddrenna",confirmed,1
Committee on License and Consumer Protection,2/28/11,"Smith, Mary Ann",confirmed,1
Committee on License and Consumer Protection,2/28/11,"Fioretti, Bob",confirmed,1
Committee on License and Consumer Protection,2/28/11,"Rice, John",confirmed,1
Committee on License and Consumer Protection,2/28/11,"Reboyras, Ariel",confirmed,1
Committee on License and Consumer Protection,2/28/11,"Graham, Deborah L.",confirmed,1
Committee on Housing and Real Estate,3/2/11,"Waguespack, Scott",confirmed,1
Committee on Housing and Real Estate,3/2/11,"Austin, Carrie M.",confirmed,1
Committee on Housing and Real Estate,3/2/11,"Balcer, James",confirmed,1
Committee on Housing and Real Estate,3/2/11,"Pope, John",confirmed,1
Committee on Housing and Real Estate,3/2/11,"Lane, Lona",confirmed,1
Committee on Housing and Real Estate,3/2/11,"Cardenas, George A.",confirmed,1
Committee on Housing and Real Estate,3/2/11,"Dixon, Sharon",confirmed,1
Committee on Housing and Real Estate,3/2/11,"Suarez, Regner Ray",confirmed,1
Committee on Housing and Real Estate,3/2/11,"Mell, Richard F.",confirmed,1
Committee on Housing and Real Estate,3/2/11,"Stone, Bernard",confirmed,1
Committee on Housing and Real Estate,3/2/11,"Shiller, Helen",confirmed,1
Committee on Housing and Real Estate,3/2/11,"Dowell, Pat",confirmed,1
Committee on Housing and Real Estate,3/2/11,"Rice, John",confirmed,1
Committee on Housing and Real Estate,3/2/11,"Reboyras, Ariel",confirmed,1
Committee on Transportation and Public Way,3/4/11,"Cochran, Willie",confirmed,1
Committee on Transportation and Public Way,3/4/11,"Balcer, James",confirmed,1
Committee on Transportation and Public Way,3/4/11,"Doherty, Brian",confirmed,1
Committee on Transportation and Public Way,3/4/11,"Cullerton, Timothy M.",confirmed,1
Committee on Transportation and Public Way,3/4/11,"Suarez, Regner Ray",confirmed,1
Committee on Transportation and Public Way,3/4/11,"Maldonado, Roberto",confirmed,1
Committee on Transportation and Public Way,3/4/11,"Schulter, Eugene",confirmed,1
Committee on Transportation and Public Way,3/4/11,"Rugai, Virginia",confirmed,1
Committee on Transportation and Public Way,3/4/11,"Levar, Patrick",confirmed,1
Committee on Transportation and Public Way,3/4/11,"Moreno, Proco Joe",confirmed,1
Committee on Transportation and Public Way,3/4/11,"Dowell, Pat",confirmed,1
Committee on Transportation and Public Way,3/4/11,"Reboyras, Ariel",confirmed,1
Committee on Transportation and Public Way,3/4/11,"Beale, Anthony",confirmed,1
Committee on Transportation and Public Way,3/4/11,"Reilly, Brendan",confirmed,1
Committee on Transportation and Public Way,3/4/11,"Graham, Deborah L.",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Cochran, Willie",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Thompson, JoAnn",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Munoz, Ricardo",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Tunney, Thomas",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Burnett, Jr., Walter",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Schulter, Eugene",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Levar, Patrick",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Smith, Mary Ann",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Beale, Anthony",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Austin, Carrie M.",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Doherty, Brian",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Burke, Edward M.",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Cardenas, George A.",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Suarez, Regner Ray",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Reboyras, Ariel",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Lane, Lona",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Daley, Vi",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Brookins, Jr., Howard",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Mell, Richard F.",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Hairston, Leslie A.",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Shiller, Helen",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Lyle, Freddrenna",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Rugai, Virginia",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Moore, Joseph",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Stone, Bernard",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Laurino, Margaret",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Harris, Michelle A.",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Zalewski, Michael R.",confirmed,1
Committee on Budget and Government Operations,3/8/11,"O'Connor, Patrick",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Balcer, James",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Pope, John",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Mitts, Emma",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Olivo, Frank",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Thomas, Latasha R.",confirmed,1
Committee on Budget and Government Operations,3/8/11,"Solis, Daniel",confirmed,1
"Committee on Economic, Capital and Technology Development",3/8/11,"Jackson, Sandi",confirmed,1
"Committee on Economic, Capital and Technology Development",3/8/11,"Zalewski, Michael R.",confirmed,1
"Committee on Economic, Capital and Technology Development",3/8/11,"Newsome, Shirley",confirmed,1
"Committee on Economic, Capital and Technology Development",3/8/11,"Colon, Rey",confirmed,1
"Committee on Economic, Capital and Technology Development",3/8/11,"Cullerton, Timothy M.",confirmed,1
"Committee on Economic, Capital and Technology Development",3/8/11,"Daley, Vi",confirmed,1
"Committee on Economic, Capital and Technology Development",3/8/11,"Tunney, Thomas",confirmed,1
"Committee on Economic, Capital and Technology Development",3/8/11,"Maldonado, Roberto",confirmed,1
"Committee on Economic, Capital and Technology Development",3/8/11,"Rugai, Virginia",confirmed,1
"Committee on Economic, Capital and Technology Development",3/8/11,"Moreno, Proco Joe",confirmed,1
"Committee on Economic, Capital and Technology Development",3/8/11,"Laurino, Margaret",confirmed,1
"Committee on Economic, Capital and Technology Development",3/8/11,"Rice, John",confirmed,1
"Committee on Economic, Capital and Technology Development",3/8/11,"Foulkes, Toni",confirmed,1
"Committee on Economic, Capital and Technology Development",3/8/11,"Ervin, Jason C.",confirmed,1
Committee on Aviation,3/8/11,"Zalewski, Michael R.",confirmed,1
Committee on Aviation,3/8/11,"Cochran, Willie",confirmed,1
Committee on Aviation,3/8/11,"Balcer, James",confirmed,1
Committee on Aviation,3/8/11,"Doherty, Brian",confirmed,1
Committee on Aviation,3/8/11,"Lane, Lona",confirmed,1
Committee on Aviation,3/8/11,"Burke, Edward M.",confirmed,1
Committee on Aviation,3/8/11,"Cardenas, George A.",confirmed,1
Committee on Aviation,3/8/11,"Mitts, Emma",confirmed,1
Committee on Aviation,3/8/11,"Olivo, Frank",confirmed,1
Committee on Aviation,3/8/11,"Suarez, Regner Ray",confirmed,1
Committee on Aviation,3/8/11,"Lyle, Freddrenna",confirmed,1
Committee on Aviation,3/8/11,"Levar, Patrick",confirmed,1
Committee on Aviation,3/8/11,"Rice, John",confirmed,1
Committee on Aviation,3/8/11,"Solis, Daniel",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Jackson, Sandi",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Cochran, Willie",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Thompson, JoAnn",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Munoz, Ricardo",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Tunney, Thomas",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Burnett, Jr., Walter",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Schulter, Eugene",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Levar, Patrick",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Smith, Mary Ann",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Beale, Anthony",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Foulkes, Toni",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Ervin, Jason C.",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Austin, Carrie M.",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Newsome, Shirley",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Doherty, Brian",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Burke, Edward M.",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Cardenas, George A.",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Dixon, Sharon",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Suarez, Regner Ray",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Dowell, Pat",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Rice, John",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Reboyras, Ariel",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Waguespack, Scott",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Lane, Lona",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Colon, Rey",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Cullerton, Timothy M.",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Daley, Vi",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Brookins, Jr., Howard",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Mell, Richard F.",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Hairston, Leslie A.",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Shiller, Helen",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Lyle, Freddrenna",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Rugai, Virginia",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Moore, Joseph",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Stone, Bernard",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Moreno, Proco Joe",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Fioretti, Bob",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Laurino, Margaret",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Harris, Michelle A.",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Graham, Deborah L.",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Reilly, Brendan",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Zalewski, Michael R.",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"O'Connor, Patrick",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Balcer, James",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Pope, John",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Mitts, Emma",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Olivo, Frank",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Thomas, Latasha R.",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Maldonado, Roberto",confirmed,1
"Committee on Committees, Rules and Ethics",3/9/11,"Solis, Daniel",confirmed,1
Committee on License and Consumer Protection,3/30/11,"Zalewski, Michael R.",confirmed,1
Committee on License and Consumer Protection,3/30/11,"Cochran, Willie",confirmed,1
Committee on License and Consumer Protection,3/30/11,"Doherty, Brian",confirmed,1
Committee on License and Consumer Protection,3/30/11,"Cardenas, George A.",confirmed,1
Committee on License and Consumer Protection,3/30/11,"Tunney, Thomas",confirmed,1
Committee on License and Consumer Protection,3/30/11,"Olivo, Frank",confirmed,1
Committee on License and Consumer Protection,3/30/11,"Schulter, Eugene",confirmed,1
Committee on License and Consumer Protection,3/30/11,"Shiller, Helen",confirmed,1
Committee on License and Consumer Protection,3/30/11,"Lyle, Freddrenna",confirmed,1
Committee on License and Consumer Protection,3/30/11,"Smith, Mary Ann",confirmed,1
Committee on License and Consumer Protection,3/30/11,"Rice, John",confirmed,1
Committee on License and Consumer Protection,3/30/11,"Fioretti, Bob",confirmed,1
Committee on License and Consumer Protection,3/30/11,"Reboyras, Ariel",confirmed,1
Committee on License and Consumer Protection,3/30/11,"Graham, Deborah L.",confirmed,1
Committee on Housing and Real Estate,4/6/11,"Waguespack, Scott",confirmed,1
Committee on Housing and Real Estate,4/6/11,"Austin, Carrie M.",confirmed,1
Committee on Housing and Real Estate,4/6/11,"Balcer, James",confirmed,1
Committee on Housing and Real Estate,4/6/11,"Pope, John",confirmed,1
Committee on Housing and Real Estate,4/6/11,"Lane, Lona",confirmed,1
Committee on Housing and Real Estate,4/6/11,"Cardenas, George A.",confirmed,1
Committee on Housing and Real Estate,4/6/11,"Dixon, Sharon",confirmed,1
Committee on Housing and Real Estate,4/6/11,"Suarez, Regner Ray",confirmed,1
Committee on Housing and Real Estate,4/6/11,"Mell, Richard F.",confirmed,1
Committee on Housing and Real Estate,4/6/11,"Stone, Bernard",confirmed,1
Committee on Housing and Real Estate,4/6/11,"Shiller, Helen",confirmed,1
Committee on Housing and Real Estate,4/6/11,"Dowell, Pat",confirmed,1
Committee on Housing and Real Estate,4/6/11,"Rice, John",confirmed,1
Committee on Housing and Real Estate,4/6/11,"Reboyras, Ariel",confirmed,1
Committee on Finance,4/11/11,"Munoz, Ricardo",confirmed,1
Committee on Finance,4/11/11,"Tunney, Thomas",confirmed,1
Committee on Finance,4/11/11,"Burnett, Jr., Walter",confirmed,1
Committee on Finance,4/11/11,"Schulter, Eugene",confirmed,1
Committee on Finance,4/11/11,"Levar, Patrick",confirmed,1
Committee on Finance,4/11/11,"Smith, Mary Ann",confirmed,1
Committee on Finance,4/11/11,"Beale, Anthony",confirmed,1
Committee on Finance,4/11/11,"Foulkes, Toni",confirmed,1
Committee on Finance,4/11/11,"Austin, Carrie M.",confirmed,1
Committee on Finance,4/11/11,"Doherty, Brian",confirmed,1
Committee on Finance,4/11/11,"Burke, Edward M.",confirmed,1
Committee on Finance,4/11/11,"Cardenas, George A.",confirmed,1
Committee on Finance,4/11/11,"Suarez, Regner Ray",confirmed,1
Committee on Finance,4/11/11,"Reboyras, Ariel",confirmed,1
Committee on Finance,4/11/11,"Lane, Lona",confirmed,1
Committee on Finance,4/11/11,"Colon, Rey",confirmed,1
Committee on Finance,4/11/11,"Daley, Vi",confirmed,1
Committee on Finance,4/11/11,"Brookins, Jr., Howard",confirmed,1
Committee on Finance,4/11/11,"Mell, Richard F.",confirmed,1
Committee on Finance,4/11/11,"Hairston, Leslie A.",confirmed,1
Committee on Finance,4/11/11,"Shiller, Helen",confirmed,1
Committee on Finance,4/11/11,"Lyle, Freddrenna",confirmed,1
Committee on Finance,4/11/11,"Rugai, Virginia",confirmed,1
Committee on Finance,4/11/11,"Moore, Joseph",confirmed,1
